dataset,n_trials,rep,tps_target,cm_00,cm_01,cm_02,cm_03,cm_10,cm_11,cm_12,cm_13,cm_20,cm_21,cm_22,cm_23,cm_30,cm_31,cm_32,cm_33,mdsdt_ok,mdsdt_secs,best_model,mdsdt_zx_0,mdsdt_zx_1,mdsdt_zx_2,mdsdt_zx_3,mdsdt_zy_0,mdsdt_zy_1,mdsdt_zy_2,mdsdt_zy_3,mdsdt_rho_0,mdsdt_rho_1,mdsdt_rho_2,mdsdt_rho_3,grtools_ok,grtools_secs,grtools_model,grtools_conv,grtools_zx_0,grtools_zx_1,grtools_zx_2,grtools_zx_3,grtools_zy_0,grtools_zy_1,grtools_zy_2,grtools_zy_3,grtools_rho_0,grtools_rho_1,grtools_rho_2,grtools_rho_3,grin_zx_0,grin_zx_1,grin_zx_2,grin_zx_3,grin_zy_0,grin_zy_1,grin_zy_2,grin_zy_3,grin_rho_0,grin_rho_1,grin_rho_2,grin_rho_3,grin_ok,python_mle_zx_0,python_mle_zx_1,python_mle_zx_2,python_mle_zx_3,python_mle_zy_0,python_mle_zy_1,python_mle_zy_2,python_mle_zy_3,python_mle_rho_0,python_mle_rho_1,python_mle_rho_2,python_mle_rho_3,python_mle_ok
thomas01a,48,4,12,1,7,4,0,2,8,0,2,0,4,6,2,0,1,1,10,True,0.1456778049468994,PS(A)_PS(B)_none,-0.4274007383174115,-0.4274007383174115,0.5239948557858457,0.5239948557858457,0.077411927499148,0.7401596401086132,0.077411927499148,0.7401596401086132,-0.8052348344729344,0.0167498671204322,-0.693032819614292,0.3804231225688437,False,7.655469417572021,"GRT-{1_RHO, PS, DS}",52,-0.6933489891387987,-0.6933489891387987,0.8060937220994109,0.8060937220994109,0.0779365256489194,1.0526621701541412,0.0779365256489194,1.0526621701541412,-0.731619154674371,-0.731619154674371,-0.731619154674371,-0.731619154674371,-0.5098644495010376,-0.8352391123771667,0.816165030002594,1.2528584003448486,-0.23593705892562866,1.1862990856170654,-0.23571686446666718,1.2901519536972046,-0.5327810645103455,-0.08244332671165466,-0.524250328540802,-0.34324291348457336,True,-0.34072961317019296,-0.9345967815125689,0.3554847141518317,1.4082105822530577,0.10459381917967442,1.1503742227345326,0.10459381917967442,1.1503742227345326,-0.999832892395275,0.9523280937074262,-0.9993340013135006,-0.8225440179472814,True
thomas01a,48,5,12,2,7,3,0,2,8,1,1,1,1,5,5,0,3,3,6,True,0.0503573417663574,PS(A)_PS(B)_same_rho,-0.577514571872992,-0.577514571872992,0.5606894373372775,0.5606894373372775,0.0943297209018574,0.468893340184264,0.0943297209018574,0.468893340184264,-0.3735992235393154,-0.3735992235393154,-0.3735992235393154,-0.3735992235393154,True,7.607208251953125,"GRT-{1_RHO, PS, DS}",0,-0.8044808627114179,-0.8044808627114179,0.7660504495716318,0.7660504495716318,0.1241670301662779,0.6546258495548565,0.1241670301662779,0.6546258495548565,-0.5984294192699204,-0.5984294192699204,-0.5984294192699204,-0.5984294192699204,-0.7123768329620361,-0.868235170841217,0.8892158269882202,0.8185609579086304,-0.17458800971508026,0.6576284170150757,-0.16069114208221436,0.7069633603096008,-0.4554807245731354,-0.31366121768951416,-0.2630078196525574,-0.420761376619339,True,-0.8135221432519384,-0.8135221432519384,0.7730763369140092,0.7730763369140092,0.12450930124357375,0.6417811251690813,0.12450930124357375,0.6417811251690813,-0.595206492800172,-0.595206492800172,-0.595206492800172,-0.595206492800172,True
thomas01a,48,6,12,5,5,2,0,4,4,1,3,0,2,5,5,1,2,4,5,True,0.144829511642456,PS(A)_PS(B)_all,-0.4887764111146694,-0.4887764111146694,0.5791321622555562,0.5791321622555562,-2.057297434372277e-16,0.1573106846101707,-2.057297434372277e-16,0.1573106846101707,0.0,0.0,0.0,0.0,False,7.18971061706543,"GRT-{PI, PS, DS}",52,-0.6853648238655086,-0.6853648238655086,0.8066019357527363,0.8066019357527363,-0.0036744295146865,0.2089166766691547,-0.0036744295146865,0.2089166766691547,0.0,0.0,0.0,0.0,-0.825439989566803,-0.5138573050498962,0.9635215997695923,0.7651835680007935,-0.2339707911014557,0.3323093354701996,-0.23472803831100464,0.3169775605201721,-0.3153129816055298,0.04793699085712433,-0.34575963020324707,-0.10606024414300919,True,-0.6744891213389793,-0.6744891213389793,0.812218492391763,0.812218492391763,4.3322201379332135e-09,0.2104284507138479,4.3322201379332135e-09,0.2104284507138479,0.0,0.0,0.0,0.0,True
thomas01a,48,7,12,2,9,1,0,2,10,0,0,2,2,4,4,0,2,3,7,True,0.0715601444244384,PS(A)_PS(B)_all,-1.0099901692495823,-1.0099901692495823,0.4887764111146697,0.4887764111146697,0.237202109328788,0.579132162255556,0.237202109328788,0.579132162255556,0.0,0.0,0.0,0.0,False,8.109804630279541,"GRT-{PI, PS, DS}",52,-1.7080398860910235,-1.7080398860910235,0.668550624659952,0.668550624659952,0.3154601036306375,0.8194611777559496,0.3154601036306375,0.8194611777559496,0.0,0.0,0.0,0.0,-1.5170201063156128,-2.066258192062378,0.5888864994049072,0.8468772768974304,-0.17853279411792755,0.9290100932121277,-0.16142216324806213,0.8552027940750122,-0.39586758613586426,-0.21104492247104645,-0.18961286544799805,-0.35534828901290894,True,-1.7316609299741172,-1.7316609299741172,0.6744897265942538,0.6744897265942538,0.31863822837744527,0.8122169885825983,0.31863822837744527,0.8122169885825983,0.0,0.0,0.0,0.0,True
thomas01a,48,8,12,4,8,0,0,0,7,2,3,1,3,2,6,1,0,5,6,True,0.1194400787353515,-_PS(B)_all,-1.150349380376008,-0.157310684610171,0.318639363964375,0.8871465590188763,0.4022500653217252,0.3186393639643751,0.4022500653217252,0.3186393639643751,0.0,0.0,0.0,0.0,True,8.574398517608643,"GRT-{PI, PS(B), DS}",0,-2.871669114758129,-0.2063085890328584,0.4285519974452514,1.3689994014887152,0.5392461444530936,0.4378935113880909,0.5392461444530936,0.4378935113880909,0.0,0.0,0.0,0.0,-1.9448330402374268,-0.41532889008522034,0.6143573522567749,1.4557409286499023,-0.09122776985168457,1.0185823440551758,-0.03961135447025299,0.3472236692905426,-0.09233654290437698,-0.32697775959968567,-0.16886921226978302,0.14813292026519775,True,-5.783660116849749,-0.21044425411992346,0.43072120362941196,1.3829927094477477,0.5485076639960598,0.4307249859939415,0.5485076639960598,0.4307249859939415,0.0,0.0,0.0,0.0,True
thomas01a,48,9,12,7,2,2,1,2,9,0,1,0,3,6,3,0,2,3,7,True,0.2477712631225586,PS(A)_PS(B)_all,-0.6744897501960819,-0.6744897501960819,0.5791321622555562,0.5791321622555562,-0.237202109328788,0.5791321622555561,-0.237202109328788,0.5791321622555561,0.0,0.0,0.0,0.0,True,7.823554754257202,"GRT-{PI, PS, DS}",0,-0.9737886328466816,-0.9737886328466816,0.8044840114128773,0.8044840114128773,-0.3159809277418806,0.814141281937715,-0.3159809277418806,0.814141281937715,0.0,0.0,0.0,0.0,-0.8511204719543457,-1.2587671279907227,0.8429940938949585,0.9817456007003784,-0.5287061929702759,0.9308536052703857,-0.34925103187561035,0.8126909136772156,-0.05032709240913391,-0.009379579685628414,-0.3096213638782501,-0.23712016642093658,True,-0.9602069117769886,-0.9602069117769886,0.866608957350149,0.866608957350149,-0.295656970364673,0.7867834980704604,-0.295656970364673,0.7867834980704604,-0.4147045007508205,-0.4147045007508205,-0.4147045007508205,-0.4147045007508205,True
thomas01a,48,10,12,4,3,3,2,2,3,2,5,2,0,8,2,0,2,2,8,True,0.0790841579437255,PS(A)_PS(B)_same_rho,-0.0004653507221699,-0.0004653507221699,0.6749162184348079,0.6749162184348079,-0.401258456382891,0.4879278551238961,-0.401258456382891,0.4879278551238961,0.0185575123276779,0.0185575123276779,0.0185575123276779,0.0185575123276779,False,7.31184196472168,"GRT-{PI, PS, DS}",52,-0.0073756704024282,-0.0073756704024282,0.9594763984816564,0.9594763984816564,-0.5488484804372907,0.674254844484704,-0.5488484804372907,0.674254844484704,0.0,0.0,0.0,0.0,-0.3067542612552643,-0.21458452939987183,1.0598230361938477,0.9750583171844482,-0.5082575678825378,0.5222485661506653,-0.8431265354156494,0.953683614730835,0.005626428872346878,0.08310957998037338,0.14981494843959808,-0.16388560831546783,True,1.5962067157536692e-10,1.5962067157536692e-10,0.9674215113253065,0.9674215113253065,-0.5485224015717699,0.6744896680038444,-0.5485224015717699,0.6744896680038444,0.0,0.0,0.0,0.0,True
thomas01b,800,1,200,130,45,21,4,61,114,9,16,17,18,115,50,6,17,61,116,True,0.0693440437316894,PS(A)_-_same_rho,-1.1136905985044816,-1.1136905985044816,1.0294913187793369,1.0294913187793369,-0.6743517286089467,0.3768674598298946,-0.4131591609533252,0.4246201769367682,-0.1518719757501032,-0.1518719757501032,-0.1518719757501032,-0.1518719757501032,True,7.998868942260742,"GRT-{1_RHO, PS, DS}",0,-1.156623804449038,-1.156623804449038,1.0633316520154403,1.0633316520154403,-0.5550463884077749,0.4115087782187557,-0.5550463884077749,0.4115087782187557,-0.1724666845453606,-0.1724666845453606,-0.1724666845453606,-0.1724666845453606,-1.150516390800476,-1.176185965538025,0.9908033013343811,1.0945719480514526,-0.5065990686416626,0.3566020131111145,-0.49393051862716675,0.3930700421333313,-0.15535254776477814,-0.08917132019996643,-0.1720912903547287,-0.11235988885164261,True,-1.1485061723919918,-1.1485061723919918,1.0597284197989365,1.0597284197989365,-0.6905653551946486,0.3846891743764132,-0.42278800001982764,0.43448568767647894,-0.1657611717882293,-0.1657611717882293,-0.1657611717882293,-0.1657611717882293,True
thomas01b,800,2,200,116,50,28,6,55,119,9,17,12,13,124,51,3,18,60,119,True,0.0717949867248535,PS(A)_PS(B)_same_rho,-1.008920170457047,-1.008920170457047,1.1689118629104434,1.1689118629104434,-0.5121574837425095,0.4623999291196497,-0.5121574837425095,0.4623999291196497,-0.2049528308595498,-0.2049528308595498,-0.2049528308595498,-0.2049528308595498,True,8.096510171890259,"GRT-{1_RHO, PS, DS}",0,-1.0418722507443363,-1.0418722507443363,1.208845896852387,1.208845896852387,-0.5248805516287067,0.4719824031188963,-0.5248805516287067,0.4719824031188963,-0.219875813654904,-0.219875813654904,-0.219875813654904,-0.219875813654904,-1.0295250415802002,-1.1190507411956787,1.1851806640625,1.2402098178863525,-0.4639790654182434,0.4483567178249359,-0.47232237458229065,0.43455496430397034,-0.2128598392009735,-0.145056813955307,-0.23227554559707642,-0.22738105058670044,True,-1.0379301268283703,-1.0379301268283703,1.2079694018842044,1.2079694018842044,-0.523414889259908,0.4722790889506023,-0.523414889259908,0.4722790889506023,-0.22097106746400663,-0.22097106746400663,-0.22097106746400663,-0.22097106746400663,True
thomas01b,800,3,200,122,52,20,6,63,104,7,26,17,7,119,57,3,18,71,108,True,0.0704712867736816,PS(A)_PS(B)_none,-1.0200882140678662,-1.0200882140678662,1.1722289366377208,1.1722289366377208,-0.5002522470265618,0.3497198749410413,-0.5002522470265618,0.3497198749410413,-0.0807335120710179,0.2336853628892362,0.0253301493486341,-0.3380462020400257,False,8.324520826339722,"GRT-{PI, PS, DS}",52,-1.0540744799560364,-1.0540744799560364,1.2255044981019767,1.2255044981019767,-0.4925605696351277,0.356332909132539,-0.4925605696351277,0.356332909132539,0.0,0.0,0.0,0.0,-1.1072747707366943,-1.052730917930603,1.2476212978363037,1.2173088788986206,-0.44129762053489685,0.36175253987312317,-0.45800530910491943,0.3438265323638916,-0.07381319999694824,0.09087222069501877,0.03349214792251587,-0.14128656685352325,True,-1.0501071267779871,-1.0501071267779871,1.2105837478283734,1.2105837478283734,-0.5114663919391637,0.3569401169944879,-0.5114663919391637,0.3569401169944879,-0.10947766928357333,0.25795815345825723,0.0458566259880033,-0.3887610285897233,True
thomas01b,800,4,200,119,51,26,4,54,122,8,16,13,10,117,60,8,21,62,109,True,0.0634818077087402,PS(A)_PS(B)_same_rho,-1.0729448500354286,-1.0729448500354286,1.094483634032705,1.094483634032705,-0.4751329213180573,0.4266737920439518,-0.4751329213180573,0.4266737920439518,-0.1389453938287818,-0.1389453938287818,-0.1389453938287818,-0.1389453938287818,True,8.778892040252686,"GRT-{PI, PS, DS}",0,-1.100771684011158,-1.100771684011158,1.1148473973938926,1.1148473973938926,-0.4849419068204092,0.4383586293626403,-0.4849419068204092,0.4383586293626403,0.0,0.0,0.0,0.0,-1.1055207252502441,-1.1760468482971191,1.167026162147522,1.1189347505569458,-0.45396897196769714,0.42167794704437256,-0.4588705897331238,0.38114333152770996,-0.1705530732870102,-0.09205832332372665,-0.10089299827814102,-0.0990268737077713,True,-1.105597650398764,-1.105597650398764,1.128290426977396,1.128290426977396,-0.4852380222306039,0.43546193405033484,-0.4852380222306039,0.43546193405033484,-0.1488527359316179,-0.1488527359316179,-0.1488527359316179,-0.1488527359316179,True
thomas01b,800,5,200,120,54,20,6,44,131,5,20,14,19,124,43,1,19,74,106,True,0.0652327537536621,PS(A)_-_none,-1.1039661005548422,-1.1039661005548422,1.0816417067876596,1.0816417067876596,-0.5127166954772138,0.6747367001331203,-0.5134106432471649,0.3392607339287281,-0.0988784818767908,0.0553271635797395,-0.4282926640059704,-0.524772335998492,False,8.266828298568726,"GRT-{1_RHO, PS, DS}",52,-1.114633873624578,-1.114633873624578,1.1119629858204072,1.1119629858204072,-0.5180713193116745,0.506615390290868,-0.5180713193116745,0.506615390290868,-0.2755785817434035,-0.2755785817434035,-0.2755785817434035,-0.2755785817434035,-1.1423419713974,-1.1757004261016846,1.0547903776168823,1.1964412927627563,-0.45289406180381775,0.5472190380096436,-0.48774200677871704,0.4259982705116272,-0.21878662705421448,-0.12166699767112732,-0.3316473066806793,-0.33203965425491333,True,-1.1383409732851388,-1.1383409732851388,1.1146550660009116,1.1146550660009116,-0.5238353362194399,0.6907217062621208,-0.5253975487012256,0.3497505311923468,-0.12682743053556333,0.09045579950362878,-0.43440541961751766,-0.6199971496617662,True
thomas01b,800,6,200,118,46,31,5,61,119,6,14,16,14,120,50,5,14,61,120,True,0.0697748661041259,-_PS(B)_same_rho,-0.9005162347024281,-1.2346088989854138,1.017525410689042,1.263972078413,-0.5494293879484834,0.4233651482673152,-0.5494293879484834,0.4233651482673152,-0.143601709201081,-0.143601709201081,-0.143601709201081,-0.143601709201081,True,10.409419298171995,"GRT-{1_RHO, PS, DS}",0,-1.0828918140942037,-1.0828918140942037,1.1590578352036016,1.1590578352036016,-0.5604321529009095,0.4317912361370947,-0.5604321529009095,0.4317912361370947,-0.1616092357483485,-0.1616092357483485,-0.1616092357483485,-0.1616092357483485,-0.9637733697891235,-1.2949855327606201,1.0669491291046143,1.2557481527328491,-0.5075094699859619,0.37159329652786255,-0.521828293800354,0.37187471985816956,-0.17005842924118042,-0.06436236947774887,-0.1455160677433014,-0.09954286366701126,True,-0.9255361864039836,-1.2769813716742848,1.0473785800933908,1.3100045451022078,-0.5617413157947168,0.43235041353182824,-0.5617413157947168,0.43235041353182824,-0.15521513813603377,-0.15521513813603377,-0.15521513813603377,-0.15521513813603377,True
thomas01b,800,7,200,103,64,24,9,76,105,9,10,17,7,125,51,4,16,70,110,True,0.2249200344085693,-_PS(B)_same_rho,-0.9414895962328108,-1.2692273283211173,1.1294953274334556,1.2453628800594332,-0.4373675352772235,0.2547691770258542,-0.4373675352772235,0.2547691770258542,-0.1199850969120976,-0.1199850969120976,-0.1199850969120976,-0.1199850969120976,True,13.553807020187378,"GRT-{PI, PS, DS}",0,-1.1176470132992251,-1.1176470132992251,1.2390908744125142,1.2390908744125142,-0.4412653209841314,0.2583638106130362,-0.4412653209841314,0.2583638106130362,0.0,0.0,0.0,0.0,-1.0396428108215332,-1.2922903299331665,1.1864275932312012,1.2797633409500122,-0.39613568782806396,0.24898609519004822,-0.39193272590637207,0.2999482750892639,-0.10299716889858246,-0.04625529423356056,-0.0379813052713871,-0.12340829521417618,True,-0.9670652238564407,-1.3149485138617465,1.1644569604507276,1.2900384825379285,-0.4466933731825825,0.2600374435218981,-0.4466933731825825,0.2600374435218981,-0.12821927990687038,-0.12821927990687038,-0.12821927990687038,-0.12821927990687038,True
thomas01b,800,8,200,123,50,19,8,60,118,7,15,17,11,115,57,4,26,66,104,True,0.2036507129669189,PS(A)_PS(B)_same_rho,-1.1261933192435862,-1.1261933192435862,1.0316485559810895,1.0316485559810895,-0.4693271599969704,0.3959991669098464,-0.4693271599969704,0.3959991669098464,-0.1126541008722328,-0.1126541008722328,-0.1126541008722328,-0.1126541008722328,False,12.67430830001831,"GRT-{PI, PS, DS}",52,-1.1850271351127648,-1.1850271351127648,1.055715170109651,1.055715170109651,-0.4876671822614778,0.4141651238370895,-0.4876671822614778,0.4141651238370895,0.0,0.0,0.0,0.0,-1.1682064533233643,-1.2040103673934937,1.0654760599136353,1.0547395944595337,-0.41895660758018494,0.38940370082855225,-0.44349128007888794,0.3754459023475647,-0.08044871687889099,-0.06675625592470169,-0.08344793319702148,-0.1785271316766739,True,-1.1617416719502591,-1.1617416719502591,1.0621904106599003,1.0621904106599003,-0.4792917065945655,0.40429154412911805,-0.4792917065945655,0.40429154412911805,-0.12086152011997996,-0.12086152011997996,-0.12086152011997996,-0.12086152011997996,True
thomas01b,800,9,200,104,64,29,3,59,108,8,25,17,12,113,58,7,25,64,104,True,0.0830872058868408,PS(A)_PS(B)_none,-0.9615667737186894,-0.9615667737186894,0.9962445293100322,0.9962445293100322,-0.3974500030880495,0.3886869495561604,-0.3974500030880495,0.3886869495561604,-0.4491447097433274,0.1546055682118257,-0.1129524593673553,-0.225024203332747,True,9.925825834274292,"GRT-{1_RHO, PS, DS}",0,-0.9847364417030976,-0.9847364417030976,1.0360868534719234,1.0360868534719234,-0.4045465998834368,0.3944094965254976,-0.4045465998834368,0.3944094965254976,-0.1578545976944086,-0.1578545976944086,-0.1578545976944086,-0.1578545976944086,-0.99825119972229,-1.004732370376587,1.040703296661377,1.0066717863082886,-0.38414764404296875,0.38741162419319153,-0.39370232820510864,0.3802492916584015,-0.23475614190101624,-0.01886684261262417,-0.08489865064620972,-0.16817587614059448,True,-0.9886278755211909,-0.9886278755211909,1.0244835218582593,1.0244835218582593,-0.4059787167341894,0.39666262291308657,-0.4059787167341894,0.39666262291308657,-0.4978320611905793,0.1758351970515889,-0.10713434046061782,-0.2491058607667071,True
thomas01b,800,10,200,119,51,29,1,63,107,10,20,13,15,114,58,3,19,57,121,True,0.0908002853393554,PS(A)_-_none,-1.0074356012873078,-1.0074356012873078,1.1153373577337862,1.1153373577337862,-0.62890421763219,0.3380916568042071,-0.3456972914512259,0.5197188136897499,-0.4879506197586995,0.0417210208372047,-0.2639788823252783,-0.2600427580611386,True,10.301312685012816,"GRT-{1_RHO, PS, DS}",0,-1.0464403093717158,-1.0464403093717158,1.159091807453013,1.159091807453013,-0.4942954336190511,0.4396331307451607,-0.4942954336190511,0.4396331307451607,-0.2324628186595299,-0.2324628186595299,-0.2324628186595299,-0.2324628186595299,-1.042819857597351,-1.094773292541504,1.1516516208648682,1.1563305854797363,-0.5287999510765076,0.3412093222141266,-0.4226635694503784,0.46037033200263977,-0.2933465540409088,-0.09885053336620331,-0.20063751935958862,-0.22954061627388,True,-1.0364335318681426,-1.0364335318681426,1.1503495058665767,1.1503495058665767,-0.6433468823740323,0.34512548300311163,-0.3530581357133212,0.5323496001049078,-0.5836253753594061,0.05474001532744712,-0.267414180935422,-0.3150775632809138,True
thomas01b,400,1,100,64,19,11,6,37,55,3,5,6,6,56,32,2,8,38,52,True,0.0844981670379638,PS(A)_PS(B)_all,-1.082914998686518,-1.082914998686518,1.150349380376008,1.150349380376008,-0.4617916084085587,0.2434041778106313,-0.4617916084085587,0.2434041778106313,0.0,0.0,0.0,0.0,False,10.433203220367432,"GRT-{PI, PS, DS}",52,-1.1457302921833217,-1.1457302921833217,1.2339354817051729,1.2339354817051729,-0.4642770066564001,0.2434994722201152,-0.4642770066564001,0.2434994722201152,0.0,0.0,0.0,0.0,-1.0192641019821167,-1.3600993156433105,1.1843534708023071,1.2769060134887695,-0.47563719749450684,0.25549453496932983,-0.40755221247673035,0.2787051796913147,0.05530676990747452,0.0012370586628094316,-0.05258456617593765,-0.093991219997406,True,-1.150349250138344,-1.150349250138344,1.2265311704660011,1.2265311704660011,-0.48172689100830046,0.2533471031357997,-0.48172689100830046,0.2533471031357997,0.0,0.0,0.0,0.0,True
thomas01b,400,2,100,61,25,11,3,29,52,3,16,12,5,56,27,1,6,29,64,True,0.0743026733398437,-_PS(B)_all,-1.020076232786202,-0.8347718934067762,0.905152475028504,1.362383389418019,-0.5024022233733559,0.475240750513245,-0.5024022233733559,0.475240750513245,0.0,0.0,0.0,0.0,False,9.577662467956545,"GRT-{PI, PS, DS}",52,-0.973547706675661,-0.973547706675661,1.1598109824893386,1.1598109824893386,-0.5366893192626503,0.4877550245663202,-0.5366893192626503,0.4877550245663202,0.0,0.0,0.0,0.0,-1.0261430740356445,-0.904651403427124,1.0158809423446655,1.4099398851394653,-0.4546877145767212,0.4539449214935303,-0.44555655121803284,0.4495994448661804,-0.025182656943798065,0.1325596272945404,0.04191025719046593,-0.07086314260959625,True,-1.0803193920606897,-0.8778962950512289,0.9541652493473928,1.4757910281791706,-0.524400545705023,0.4958503329056946,-0.524400545705023,0.4958503329056946,0.0,0.0,0.0,0.0,True
thomas01b,400,3,100,61,26,9,4,29,58,4,9,5,5,60,30,1,10,31,58,True,0.0638279914855957,PS(A)_PS(B)_all,-1.0615026297045762,-1.0615026297045762,1.1740259905933028,1.1740259905933028,-0.4351389973345833,0.4351389973345829,-0.4351389973345833,0.4351389973345829,0.0,0.0,0.0,0.0,True,8.19112753868103,"GRT-{PI, PS, DS}",0,-1.1121996207960796,-1.1121996207960796,1.2449242980225657,1.2449242980225657,-0.4708552697072261,0.4632169192173293,-0.4708552697072261,0.4632169192173293,0.0,0.0,0.0,0.0,-1.1674647331237793,-1.1645736694335938,1.2916728258132935,1.268654465675354,-0.389845073223114,0.4198131561279297,-0.3948828876018524,0.4085812270641327,-0.07202702015638351,-0.05748320743441582,-0.13576076924800873,-0.1900324672460556,True,-1.1263910239476003,-1.1263910239476003,1.2535654522637218,1.2535654522637218,-0.4537621412221677,0.4537621999582671,-0.4537621412221677,0.4537621999582671,0.0,0.0,0.0,0.0,True
thomas01b,400,4,100,61,26,10,3,29,54,7,10,4,9,57,30,3,12,25,60,True,0.0733189582824707,PS(A)_PS(B)_same_rho,-0.9902017960977666,-0.9902017960977666,1.034818189785663,1.034818189785663,-0.3971487986975474,0.4492641581460045,-0.3971487986975474,0.4492641581460045,-0.1770498080370048,-0.1770498080370048,-0.1770498080370048,-0.1770498080370048,False,8.989323139190674,"GRT-{PI, PS, DS}",52,-1.0313410002988592,-1.0313410002988592,1.063523345605341,1.063523345605341,-0.4066720101711782,0.4599595356480886,-0.4066720101711782,0.4599595356480886,0.0,0.0,0.0,0.0,-1.1128736734390259,-1.0314161777496338,1.0990855693817139,1.0465277433395386,-0.3944413363933563,0.3877716064453125,-0.36643385887145996,0.4651258885860443,-0.17089270055294037,-0.1416366547346115,-0.2848028838634491,-0.17328213155269623,True,-1.048193967101429,-1.048193967101429,1.0988110824003763,1.0988110824003763,-0.41422100162767195,0.46884854184762054,-0.41422100162767195,0.46884854184762054,-0.20678072766284156,-0.20678072766284156,-0.20678072766284156,-0.20678072766284156,True
thomas01b,400,5,100,48,33,16,3,34,52,4,10,8,5,59,28,3,7,27,63,True,0.064988374710083,PS(A)_PS(B)_all,-0.9234567471826908,-0.9234567471826908,1.1273006572453683,1.1273006572453683,-0.3827258078157587,0.3957252958144875,-0.3827258078157587,0.3957252958144875,0.0,0.0,0.0,0.0,False,9.076652526855469,"GRT-{PI, PS, DS}",52,-0.9715929447255776,-0.9715929447255776,1.1981649145699105,1.1981649145699105,-0.3988441605445028,0.4124210184163358,-0.3988441605445028,0.4124210184163358,0.0,0.0,0.0,0.0,-0.9053134322166443,-1.0453053712844849,1.186515212059021,1.2504075765609741,-0.38406258821487427,0.366942822933197,-0.3633907437324524,0.3992845416069031,-0.16159644722938538,0.008640236221253872,-0.040252890437841415,-0.031767841428518295,True,-0.9741138000410539,-0.9741138000410539,1.2003591131099303,1.2003591131099303,-0.3988550663624738,0.41246298476568954,-0.3988550663624738,0.41246298476568954,0.0,0.0,0.0,0.0,True
thomas01b,400,6,100,60,24,16,0,34,56,4,6,8,5,54,33,3,15,29,53,True,0.0753049850463867,PS(A)_-_same_rho,-1.0633406031496175,-1.0633406031496175,0.9595937988169064,0.9595937988169064,-0.6694974401937909,0.2823631208490689,-0.2839993891585557,0.4411261381220491,-0.2019713946294679,-0.2019713946294679,-0.2019713946294679,-0.2019713946294679,False,9.054508686065674,"GRT-{1_RHO, PS, DS}",52,-1.149667831039248,-1.149667831039248,1.0428230542784431,1.0428230542784431,-0.482046383855538,0.3730755013707947,-0.482046383855538,0.3730755013707947,-0.2240934790722742,-0.2240934790722742,-0.2240934790722742,-0.2240934790722742,-1.115260124206543,-1.2552063465118408,1.0524702072143555,0.9489452838897705,-0.6271510124206543,0.28243502974510193,-0.37139031291007996,0.4492484927177429,-0.36907723546028137,-0.08426445722579956,-0.06479501724243164,-0.21635814011096954,True,-1.1263984777075622,-1.1263984777075622,1.01523081482354,1.01523081482354,-0.6789788972684228,0.3037256678964513,-0.30513104750015074,0.45466594107578395,-0.9353391103399549,-0.0310441712669765,-0.007648265258287673,-0.30893273026159296,True
thomas01b,400,7,100,63,26,7,4,36,57,1,6,10,6,54,30,6,8,33,53,True,0.0686028003692627,PS(A)_PS(B)_all,-1.2493462419631,-1.2493462419631,0.9803303522249296,0.9803303522249296,-0.4219288887485654,0.2933812321211931,-0.4219288887485654,0.2933812321211931,0.0,0.0,0.0,0.0,True,10.176949977874756,"GRT-{PI, PS, DS}",0,-1.359857884024755,-1.359857884024755,1.0364529664619289,1.0364529664619289,-0.4432350659419265,0.30906180852939,-0.4432350659419265,0.30906180852939,0.0,0.0,0.0,0.0,-1.305417537689209,-1.3749672174453735,1.0249062776565552,1.069628119468689,-0.3779076337814331,0.30609628558158875,-0.3960307836532593,0.29813408851623535,0.0711279809474945,0.13355253636837006,0.04054946452379227,0.06524364650249481,True,-1.3407551012332823,-1.3407551012332823,1.036432432409874,1.036432432409874,-0.4399132083712558,0.30548095347078236,-0.4399132083712558,0.30548095347078236,0.0,0.0,0.0,0.0,True
thomas01b,400,8,100,60,28,11,1,32,56,4,8,14,6,53,27,3,8,34,55,True,0.087970495223999,PS(A)_PS(B)_all,-1.1048357439621106,-1.1048357439621106,0.9610272599991516,0.9610272599991516,-0.475240750513245,0.3313440582463152,-0.475240750513245,0.3313440582463152,0.0,0.0,0.0,0.0,False,7.862631320953369,"GRT-{PI, PS, DS}",52,-1.181463479148536,-1.181463479148536,1.0033555160897425,1.0033555160897425,-0.5004796453678241,0.3412736087976623,-0.5004796453678241,0.3412736087976623,0.0,0.0,0.0,0.0,-1.1617059707641602,-1.2023779153823853,0.8885679841041565,1.1071953773498535,-0.46093764901161194,0.3318435549736023,-0.4742065370082855,0.33112242817878723,-0.16712497174739838,-0.019420230761170387,-0.0215294286608696,-0.0909145176410675,True,-1.1749867920660904,-1.1749867920660904,1.0152152120960831,1.0152152120960831,-0.4958242829006373,0.3451237804922488,-0.4958242829006373,0.3451237804922488,0.0,0.0,0.0,0.0,True
